TF1,TF2,r,|r|,p
LEF1,NR3C1,0.43980058612569717,0.43980058612569717,0.00024668105278774835
LEF1,PAX5,0.5169974720605025,0.5169974720605025,1.0369209053386766e-05
LEF1,PRDM1,0.2647631708873024,0.2647631708873024,0.03305895728103274
LEF1,RELA,0.35822301971565457,0.35822301971565457,0.0033901157338571157
LEF1,RUNX1,0.6401717556818554,0.6401717556818554,9.356425910473603e-09
LEF1,RUNX3,0.511460148284699,0.511460148284699,1.336233964695652e-05
LEF1,SMAD3,0.3975031801914398,0.3975031801914398,0.0010424093191857033
LEF1,SPI1,0.29622591957940053,0.29622591957940053,0.01657716441985117
LEF1,STAT1,0.7109318830433576,0.7109318830433576,3.241450447641469e-11
LEF1,STAT4,0.6335419163093087,0.6335419163093087,1.4780048299729664e-08
LEF1,TBX21,0.48307443146198753,0.48307443146198753,4.585591077576596e-05
LEF1,TCF7,0.6062453120333111,0.6062453120333111,8.704461421835965e-08
LEF1,TP53,0.47018330891157645,0.47018330891157645,7.751659504375762e-05
MYC,NFE2L2,0.8891763213120397,0.8891763213120397,4.553188100804081e-23
MYC,NFKB1,0.6837096911969911,0.6837096911969911,3.455284030436719e-10
MYC,NR3C1,0.7601298446773339,0.7601298446773339,2.0835860749701338e-13
MYC,PAX5,0.41000016797037897,0.41000016797037897,0.0006942869639792579
MYC,PRDM1,0.5696392043567016,0.5696392043567016,7.335061652232116e-07
MYC,RELA,0.6948869556481077,0.6948869556481077,1.3495500531073414e-10
MYC,RUNX1,0.5842546451105244,0.5842546451105244,3.231607384616036e-07
MYC,RUNX3,0.43725764449243204,0.43725764449243204,0.00027046799211762794
MYC,SMAD3,0.7266148962207702,0.7266148962207702,7.303323111327926e-12
MYC,SPI1,0.5678657937843138,0.5678657937843138,8.080492055491551e-07
MYC,STAT1,0.6821243422702582,0.6821243422702582,3.934975133184445e-10
MYC,STAT4,0.7103099294922591,0.7103099294922591,3.431836143060141e-11
MYC,TBX21,0.33675589176212234,0.33675589176212234,0.006089084741649293
MYC,TCF7,0.8386647756714442,0.8386647756714442,2.815031121208349e-18
MYC,TP53,0.8389211426357558,0.8389211426357558,2.688485631423191e-18
NFE2L2,NFKB1,0.6150534559152829,0.6150534559152829,5.0032872935529945e-08
NFE2L2,NR3C1,0.7839254748267316,0.7839254748267316,1.1496162299904153e-14
NFE2L2,PAX5,0.5170226866699525,0.5170226866699525,1.0357136515656499e-05
NFE2L2,PRDM1,0.6204917830998742,0.6204917830998742,3.524118464077243e-08
NFE2L2,RELA,0.7031862336559569,0.7031862336559569,6.529677326427674e-11
NFE2L2,RUNX1,0.5315923655540153,0.5315923655540153,5.200391639773921e-06
NFE2L2,RUNX3,0.3667332652792851,0.3667332652792851,0.00265778208153166
NFE2L2,SMAD3,0.7028189117692012,0.7028189117692012,6.746434880268071e-11
NFE2L2,SPI1,0.6423792518679671,0.6423792518679671,8.01551113372609e-09
NFE2L2,STAT1,0.840380622920794,0.840380622920794,2.0659544551164275e-18
NFE2L2,STAT4,0.6080899896083504,0.6080899896083504,7.762152113481615e-08
NFE2L2,TBX21,0.3266832990574752,0.3266832990574752,0.007907324201322686
NFE2L2,TCF7,0.8140725800526925,0.8140725800526925,1.653807725896183e-16
NFE2L2,TP53,0.8531075293755525,0.8531075293755525,1.8468532903529763e-19
NFKB1,NR3C1,0.6855851775820242,0.6855851775820242,2.959618747816736e-10
NFKB1,PAX5,0.318121830931595,0.318121830931595,0.009809249553078658
NFKB1,PRDM1,0.38927218916746875,0.38927218916746875,0.0013508652245379155
NFKB1,RELA,0.6980206759188274,0.6980206759188274,1.0289355103650014e-10
NFKB1,RUNX1,0.6646663126389559,0.6646663126389559,1.5638754482636974e-09
NFKB1,RUNX3,0.5934769082641014,0.5934769082641014,1.88658199649578e-07
NFKB1,SMAD3,0.5349290648999281,0.5349290648999281,4.421197709592205e-06
NFKB1,SPI1,0.4521725757613021,0.4521725757613021,0.00015598721809248004
NFKB1,STAT1,0.5648501668443903,0.5648501668443903,9.513815425274529e-07
NFKB1,STAT4,0.6095885150114123,0.6095885150114123,7.068477728767857e-08
NFKB1,TBX21,0.4175234224021901,0.4175234224021901,0.0005394511379967779
NFKB1,TCF7,0.5962355355020436,0.5962355355020436,1.6007744693890816e-07
NFKB1,TP53,0.6917600035678108,0.6917600035678108,1.7630217156311744e-10
NR3C1,PAX5,0.29477047497486114,0.29477047497486114,0.017142910704660917
NR3C1,PRDM1,0.7429133508643944,0.7429133508643944,1.3868551574748708e-12
NR3C1,RELA,0.9260371128977007,0.9260371128977007,2.3642199023812612e-28
NR3C1,RUNX1,0.2935836630938118,0.2935836630938118,0.017616394775814087
NR3C1,RUNX3,0.15368880787572706,0.15368880787572706,0.22158889507389457
NR3C1,SMAD3,0.7171837082941556,0.7171837082941556,1.8110567923973947e-11
NR3C1,SPI1,0.7666839358300487,0.7666839358300487,9.707809100860407e-14
NR3C1,STAT1,0.5599818371672569,0.5599818371672569,1.2341591048436584e-06
NR3C1,STAT4,0.33378755391718673,0.33378755391718673,0.006582249842663411
NR3C1,TBX21,0.11986841098567144,0.11986841098567144,0.34155686983501765
NR3C1,TCF7,0.8462349504702931,0.8462349504702931,6.990361075943341e-19
NR3C1,TP53,0.8898720273800337,0.8898720273800337,3.7746433924529945e-23
PAX5,PRDM1,0.1932618739571867,0.1932618739571867,0.12295793115660834
PAX5,RELA,0.2160882140740075,0.2160882140740075,0.08383673891801824
PAX5,RUNX1,0.5007098309461914,0.5007098309461914,2.1592626251492056e-05
PAX5,RUNX3,0.41556314289373136,0.41556314289373136,0.0005764371489403649
PAX5,SMAD3,0.2300690039383156,0.2300690039383156,0.06522649868187096
PAX5,SPI1,0.11759191240343628,0.11759191240343628,0.35087005484089845
PAX5,STAT1,0.5906350974311789,0.5906350974311789,2.230893461913232e-07
PAX5,STAT4,0.49559584725249084,0.49559584725249084,2.697838542132376e-05
PAX5,TBX21,0.4268072189826146,0.4268072189826146,0.0003918926388828411
PAX5,TCF7,0.24081683067736634,0.24081683067736634,0.05331039735813634
PAX5,TP53,0.3776688015031585,0.3776688015031585,0.0019253024755099338
PRDM1,RELA,0.6393911349799748,0.6393911349799748,9.879556290315509e-09
PRDM1,RUNX1,0.04622423294184734,0.04622423294184734,0.7146365678517511
PRDM1,RUNX3,-0.08738179943910146,0.08738179943910146,0.48884263586720683
PRDM1,SMAD3,0.8214943741076056,0.8214943741076056,5.167616128128382e-17
PRDM1,SPI1,0.8556516471925526,0.8556516471925526,1.1090427316668398e-19
PRDM1,STAT1,0.4279714579873523,0.4279714579873523,0.00037625364664629614
PRDM1,STAT4,0.1405481669921321,0.1405481669921321,0.26412138715442457
PRDM1,TBX21,-0.1100270931407232,0.1100270931407232,0.382931297706032
PRDM1,TCF7,0.7815466236150838,0.7815466236150838,1.560785777053559e-14
PRDM1,TP53,0.7824205901027561,0.7824205901027561,1.3955655497988245e-14
RELA,RUNX1,0.22577701397335026,0.22577701397335026,0.07054711446073143
RELA,RUNX3,0.11350035419993282,0.11350035419993282,0.3679991703817226
RELA,SMAD3,0.6092825816637223,0.6092825816637223,7.205153522810024e-08
RELA,SPI1,0.6727709149067037,0.6727709149067037,8.337139925544077e-10
RELA,STAT1,0.5361281325626887,0.5361281325626887,4.168909847431487e-06
RELA,STAT4,0.27699181885326885,0.27699181885326885,0.025499391496309406
RELA,TBX21,0.08727536607987113,0.08727536607987113,0.489374205341095
RELA,TCF7,0.750146963620376,0.750146963620376,6.371816606778162e-13
RELA,TP53,0.8551187292730441,0.8551187292730441,1.2350696793749077e-19
RUNX1,RUNX3,0.9523110314350207,0.9523110314350207,3.4957700111453203e-34
RUNX1,SMAD3,0.26820324430409476,0.26820324430409476,0.030763898978262323
RUNX1,SPI1,0.05291162224446748,0.05291162224446748,0.6755059974383533
RUNX1,STAT1,0.6335708310542193,0.6335708310542193,1.475095345431771e-08
RUNX1,STAT4,0.8753760378247891,0.8753760378247891,1.4793431543641026e-21
RUNX1,TBX21,0.883249544024324,0.883249544024324,2.1421142576796813e-22
RUNX1,TCF7,0.3735918670670527,0.3735918670670527,0.002174007374150004
RUNX1,TP53,0.3620245931703058,0.3620245931703058,0.003043329179232294
RUNX3,SMAD3,0.09754540738293954,0.09754540738293954,0.43950881103968487
RUNX3,SPI1,-0.0849528599414218,0.0849528599414218,0.5010489415295618
RUNX3,STAT1,0.48343403581044797,0.48343403581044797,4.517555341123428e-05
RUNX3,STAT4,0.8306953488500802,0.8306953488500802,1.1314323146758484e-17
RUNX3,TBX21,0.933454292696827,0.933454292696827,9.490121025420577e-30
RUNX3,TCF7,0.1948133717176431,0.1948133717176431,0.11992200235723836
RUNX3,TP53,0.1991589177365165,0.1991589177365165,0.1117235424084863
SMAD3,SPI1,0.7671872524759104,0.7671872524759104,9.145424608946746e-14
SMAD3,STAT1,0.5362857824021217,0.5362857824021217,4.136759392706119e-06
SMAD3,STAT4,0.3857191232402677,0.3857191232402677,0.001507735027834383
SMAD3,TBX21,0.006589867349300703,0.006589867349300703,0.9584499089197885
SMAD3,TCF7,0.8229752029269731,0.8229752029269731,4.0709792566739315e-17
SMAD3,TP53,0.8166362202158549,0.8166362202158549,1.1131615308967555e-16
SPI1,STAT1,0.4581137232376571,0.4581137232376571,0.00012438602324588204
SPI1,STAT4,0.06465391368916486,0.06465391368916486,0.6088761536639267
SPI1,TBX21,-0.12245033300793606,0.12245033300793606,0.33118296413154835
SPI1,TCF7,0.7694181747991184,0.7694181747991184,7.007153654143972e-14
SPI1,TP53,0.7542826648043931,0.7542826648043931,4.03598340764416e-13
STAT1,STAT4,0.6416177601986112,0.6416177601986112,8.456018145487066e-09
STAT1,TBX21,0.48477695980259483,0.48477695980259483,4.271651196018031e-05
STAT1,TCF7,0.6238712854554872,0.6238712854554872,2.8248310594023153e-08
STAT1,TP53,0.7104568485753116,0.7104568485753116,3.385923250204086e-11
STAT4,TBX21,0.7446668571401358,0.7446668571401358,1.1513014808756786e-12
STAT4,TCF7,0.4639601625575861,0.4639601625575861,9.913905671839997e-05
STAT4,TP53,0.4743452926155882,0.4743452926155882,6.558088544169583e-05
TBX21,TCF7,0.1170391251822651,0.1170391251822651,0.3531549973354362
TBX21,TP53,0.13282795170571834,0.13282795170571834,0.29151823395549986
TCF7,TP53,0.8610750112546025,0.8610750112546025,3.617002656945705e-20
